FG1	FG2	incompatible
ester_methyl_ethyl	calc_ARYLHALIDE	0
ester_methyl_ethyl	amines-aliphatic-primary	0
ester_methyl_ethyl	calc_AMINES_AROMATIC_PRIMARY	0
ester_methyl_ethyl	isocyanates	0
ester_methyl_ethyl	isothiocyanates	0
ester_methyl_ethyl	o_iodo_aniline	0
ester_methyl_ethyl	hydrazines_primary	0
ester_methyl_ethyl	nitrile	0
ester_methyl_ethyl	ketones_a_bromo	0
ester_methyl_ethyl	ynones	0
ester_methyl_ethyl	amidines_primary	0
ester_methyl_ethyl	amidines_secondary	0
ester_methyl_ethyl	guanidines_secondary_primary	0
ester_methyl_ethyl	guanidines_secondary_secondary	0
ester_methyl_ethyl	guanidines_tertiary_primary	0
ester_methyl_ethyl	guanidines_tertiary_secondary	0
ester_methyl_ethyl	calc_NAS_ELECTROPHILE	0
ester_methyl_ethyl	o_amino_phenols	0
ester_methyl_ethyl	o_amino_thiophenols	0
ester_methyl_ethyl	o_iodo_sec_aniline	0
ester_methyl_ethyl	triazine_dichloro	0
ester_methyl_ethyl	triazine_chloro	0
ester_methyl_ethyl	calc_AMINES_AROMATIC_SECONDARY_1	0
ester_methyl_ethyl	sec_boc	0
ester_methyl_ethyl	tert_boc	0
